tiempo_id,lugar_id,arma_id,tipo_id,victimas,costo
18_30/03/20,16969,1,6,0,99198
11_04/05/20,22127,1,6,2,80649
11_11/05/20,22127,1,6,2,80649
11_18/05/20,22127,1,6,2,80649
11_25/05/20,22127,1,6,2,80649
11_04/05/20,22134,1,6,5,84948
11_11/05/20,22134,1,6,5,84948
11_18/05/20,22134,1,6,5,84948
11_25/05/20,22134,1,6,5,84948
16_04/01/20,998,1,6,3,87436
16_11/01/20,998,1,6,3,87436
16_18/01/20,998,1,6,3,87436
16_25/01/20,998,1,6,3,87436
16_04/01/20,6635,1,6,5,52822
16_11/01/20,6635,1,6,5,52822
16_18/01/20,6635,1,6,5,52822
16_25/01/20,6635,1,6,5,52822
15_05/01/20,1250,1,6,0,92992
15_12/01/20,1250,1,6,0,92992
15_19/01/20,1250,1,6,0,92992
15_26/01/20,1250,1,6,0,92992
15_05/01/20,5192,1,6,0,72846
15_12/01/20,5192,1,6,0,72846
15_19/01/20,5192,1,6,0,72846
15_26/01/20,5192,1,6,0,72846
6_07/01/20,562,1,6,4,48198
6_14/01/20,562,1,6,4,48198
6_21/01/20,562,1,6,4,48198
6_28/01/20,562,1,6,4,48198
6_07/01/20,1903,1,6,2,45524
6_14/01/20,1903,1,6,2,45524
6_21/01/20,1903,1,6,2,45524
6_28/01/20,1903,1,6,2,45524
6_07/01/20,1915,1,6,5,96905
6_14/01/20,1915,1,6,5,96905
6_21/01/20,1915,1,6,5,96905
6_28/01/20,1915,1,6,5,96905
6_07/01/20,5599,1,6,4,44384
6_14/01/20,5599,1,6,4,44384
6_21/01/20,5599,1,6,4,44384
6_28/01/20,5599,1,6,4,44384
1_07/03/20,5502,1,6,2,39920
1_14/03/20,5502,1,6,2,39920
1_28/03/20,5502,1,6,2,39920
15_06/01/20,5470,1,6,4,27956
15_13/01/20,5470,1,6,4,27956
15_20/01/20,5470,1,6,4,27956
15_27/01/20,5470,1,6,4,27956
16_06/01/20,3512,1,6,0,52212
16_13/01/20,3512,1,6,0,52212
16_20/01/20,3512,1,6,0,52212
16_27/01/20,3512,1,6,0,52212
8_02/02/20,12138,1,6,4,91635
8_09/02/20,12138,1,6,4,91635
8_16/02/20,12138,1,6,4,91635
8_23/02/20,12138,1,6,4,91635
8_02/02/20,12146,1,6,3,77605
8_09/02/20,12146,1,6,3,77605
8_16/02/20,12146,1,6,3,77605
8_23/02/20,12146,1,6,3,77605
8_02/02/20,13629,1,6,5,59507
8_09/02/20,13629,1,6,5,59507
8_16/02/20,13629,1,6,5,59507
8_23/02/20,13629,1,6,5,59507
22_05/03/20,18762,1,6,3,61963
22_12/03/20,18762,1,6,3,61963
22_19/03/20,18762,1,6,3,61963
22_26/03/20,18762,1,6,3,61963
12_05/05/20,14969,1,6,3,49726
12_12/05/20,14969,1,6,3,49726
12_19/05/20,14969,1,6,3,49726
12_26/05/20,14969,1,6,3,49726
21_07/01/20,2450,1,6,0,52753
21_14/01/20,2450,1,6,0,52753
21_21/01/20,2450,1,6,0,52753
21_28/01/20,2450,1,6,0,52753
21_07/01/20,5765,1,6,2,384
21_14/01/20,5765,1,6,2,384
21_21/01/20,5765,1,6,2,384
21_28/01/20,5765,1,6,2,384
8_05/01/20,3068,1,6,5,28737
8_12/01/20,3068,1,6,5,28737
8_19/01/20,3068,1,6,5,28737
8_26/01/20,3068,1,6,5,28737
8_05/01/20,3326,1,6,1,78494
8_12/01/20,3326,1,6,1,78494
8_19/01/20,3326,1,6,1,78494
8_26/01/20,3326,1,6,1,78494
8_05/01/20,7000,1,6,5,18194
8_12/01/20,7000,1,6,5,18194
8_19/01/20,7000,1,6,5,18194
8_26/01/20,7000,1,6,5,18194
7_01/05/20,22433,1,6,1,84838
7_08/05/20,22433,1,6,1,84838
7_15/05/20,22433,1,6,1,84838
7_22/05/20,22433,1,6,1,84838
7_29/05/20,22433,1,6,1,84838
9_04/07/20,25369,1,6,5,6214
9_11/07/20,25369,1,6,5,6214
9_18/07/20,25369,1,6,5,6214
9_25/07/20,25369,1,6,5,6214
9_04/07/20,25871,1,6,4,79209
9_11/07/20,25871,1,6,4,79209
9_18/07/20,25871,1,6,4,79209
9_25/07/20,25871,1,6,4,79209
17_03/07/20,3252,1,6,3,24333
17_10/07/20,3252,1,6,3,24333
17_17/07/20,3252,1,6,3,24333
17_24/07/20,3252,1,6,3,24333
17_31/07/20,3252,1,6,3,24333
17_03/07/20,27114,1,6,3,7736
17_10/07/20,27114,1,6,3,7736
17_17/07/20,27114,1,6,3,7736
17_24/07/20,27114,1,6,3,7736
17_31/07/20,27114,1,6,3,7736
12_02/08/20,30642,1,6,1,85551
12_09/08/20,30642,1,6,1,85551
12_16/08/20,30642,1,6,1,85551
12_23/08/20,30642,1,6,1,85551
12_30/08/20,30642,1,6,1,85551
17_03/08/20,9761,1,6,0,37399
17_10/08/20,9761,1,6,0,37399
17_17/08/20,9761,1,6,0,37399
17_24/08/20,9761,1,6,0,37399
17_31/08/20,9761,1,6,0,37399
17_03/08/20,28090,1,6,4,46518
17_10/08/20,28090,1,6,4,46518
17_17/08/20,28090,1,6,4,46518
17_24/08/20,28090,1,6,4,46518
17_31/08/20,28090,1,6,4,46518
17_03/08/20,30060,1,6,3,73066
17_10/08/20,30060,1,6,3,73066
17_17/08/20,30060,1,6,3,73066
17_24/08/20,30060,1,6,3,73066
17_31/08/20,30060,1,6,3,73066
15_05/09/20,31936,1,6,1,48189
15_12/09/20,31936,1,6,1,48189
15_19/09/20,31936,1,6,1,48189
15_26/09/20,31936,1,6,1,48189
15_05/09/20,32607,1,6,3,93396
15_12/09/20,32607,1,6,3,93396
15_19/09/20,32607,1,6,3,93396
15_26/09/20,32607,1,6,3,93396
17_07/10/20,35157,1,6,4,76885
17_14/10/20,35157,1,6,4,76885
17_21/10/20,35157,1,6,4,76885
17_28/10/20,35157,1,6,4,76885
17_07/10/20,35992,1,6,5,90178
17_14/10/20,35992,1,6,5,90178
17_21/10/20,35992,1,6,5,90178
17_28/10/20,35992,1,6,5,90178
17_07/10/20,36708,1,6,2,23496
17_14/10/20,36708,1,6,2,23496
17_21/10/20,36708,1,6,2,23496
17_28/10/20,36708,1,6,2,23496
21_07/11/20,38565,1,6,4,82295
21_14/11/20,38565,1,6,4,82295
21_21/11/20,38565,1,6,4,82295
21_28/11/20,38565,1,6,4,82295
0_02/11/20,40681,1,6,2,58560
0_09/11/20,40681,1,6,2,58560
0_16/11/20,40681,1,6,2,58560
0_23/11/20,40681,1,6,2,58560
0_30/11/20,40681,1,6,2,58560
15_03/01/20,4558,1,6,4,22610
15_10/01/20,4558,1,6,4,22610
15_17/01/20,4558,1,6,4,22610
15_24/01/20,4558,1,6,4,22610
15_31/01/20,4558,1,6,4,22610
2_03/01/20,8260,1,6,4,24113
2_10/01/20,8260,1,6,4,24113
2_17/01/20,8260,1,6,4,24113
2_24/01/20,8260,1,6,4,24113
2_31/01/20,8260,1,6,4,24113
2_03/01/20,8389,1,6,5,59261
2_10/01/20,8389,1,6,5,59261
2_17/01/20,8389,1,6,5,59261
2_24/01/20,8389,1,6,5,59261
2_31/01/20,8389,1,6,5,59261
18_06/01/20,3407,1,6,5,60276
18_13/01/20,3407,1,6,5,60276
18_20/01/20,3407,1,6,5,60276
18_27/01/20,3407,1,6,5,60276
18_06/01/20,3534,1,6,1,26064
18_13/01/20,3534,1,6,1,26064
18_20/01/20,3534,1,6,1,26064
18_27/01/20,3534,1,6,1,26064
18_06/01/20,7194,1,6,5,64337
18_13/01/20,7194,1,6,5,64337
18_20/01/20,7194,1,6,5,64337
18_27/01/20,7194,1,6,5,64337
14_06/01/20,1415,1,6,5,11200
14_13/01/20,1415,1,6,5,11200
14_20/01/20,1415,1,6,5,11200
14_27/01/20,1415,1,6,5,11200
14_06/01/20,3338,1,6,0,70616
14_13/01/20,3338,1,6,0,70616
14_20/01/20,3338,1,6,0,70616
14_27/01/20,3338,1,6,0,70616
14_06/01/20,5274,1,6,4,11384
14_13/01/20,5274,1,6,4,11384
14_20/01/20,5274,1,6,4,11384
14_27/01/20,5274,1,6,4,11384
17_02/02/20,10440,1,6,2,42862
17_09/02/20,10440,1,6,2,42862
17_16/02/20,10440,1,6,2,42862
17_23/02/20,10440,1,6,2,42862
19_04/03/20,15973,1,6,3,89248
19_11/03/20,15973,1,6,3,89248
19_18/03/20,15973,1,6,3,89248
19_25/03/20,15973,1,6,3,89248
16_06/05/20,21299,1,6,5,44085
16_13/05/20,21299,1,6,5,44085
16_20/05/20,21299,1,6,5,44085
16_27/05/20,21299,1,6,5,44085
16_06/05/20,21858,1,6,1,93597
16_13/05/20,21858,1,6,1,93597
16_20/05/20,21858,1,6,1,93597
16_27/05/20,21858,1,6,1,93597
11_01/05/20,20992,1,6,5,69062
11_08/05/20,20992,1,6,5,69062
11_15/05/20,20992,1,6,5,69062
11_22/05/20,20992,1,6,5,69062
11_29/05/20,20992,1,6,5,69062
9_01/08/20,10477,1,6,1,93676
9_08/08/20,10477,1,6,1,93676
9_15/08/20,10477,1,6,1,93676
9_22/08/20,10477,1,6,1,93676
9_29/08/20,10477,1,6,1,93676
9_01/08/20,27684,1,6,1,98009
9_08/08/20,27684,1,6,1,98009
9_15/08/20,27684,1,6,1,98009
9_22/08/20,27684,1,6,1,98009
9_29/08/20,27684,1,6,1,98009
9_01/08/20,29965,1,6,5,51172
9_08/08/20,29965,1,6,5,51172
9_15/08/20,29965,1,6,5,51172
9_22/08/20,29965,1,6,5,51172
9_29/08/20,29965,1,6,5,51172
4_03/09/20,13759,1,6,0,1904
4_17/09/20,13759,1,6,0,1904
4_24/09/20,13759,1,6,0,1904
13_03/10/20,17667,1,6,2,16650
13_10/10/20,17667,1,6,2,16650
13_17/10/20,17667,1,6,2,16650
13_24/10/20,17667,1,6,2,16650
13_31/10/20,17667,1,6,2,16650
13_03/10/20,34751,1,6,2,76690
13_10/10/20,34751,1,6,2,76690
13_17/10/20,34751,1,6,2,76690
13_24/10/20,34751,1,6,2,76690
13_31/10/20,34751,1,6,2,76690
13_03/10/20,34785,1,6,5,71811
13_10/10/20,34785,1,6,5,71811
13_17/10/20,34785,1,6,5,71811
13_24/10/20,34785,1,6,5,71811
13_31/10/20,34785,1,6,5,71811
13_03/10/20,36241,1,6,0,19176
13_10/10/20,36241,1,6,0,19176
13_17/10/20,36241,1,6,0,19176
13_24/10/20,36241,1,6,0,19176
13_31/10/20,36241,1,6,0,19176
9_02/10/20,33911,1,6,0,12876
9_09/10/20,33911,1,6,0,12876
9_16/10/20,33911,1,6,0,12876
9_23/10/20,33911,1,6,0,12876
9_30/10/20,33911,1,6,0,12876
9_02/10/20,34660,1,6,0,80012
9_09/10/20,34660,1,6,0,80012
9_16/10/20,34660,1,6,0,80012
9_23/10/20,34660,1,6,0,80012
9_30/10/20,34660,1,6,0,80012
9_02/10/20,36991,1,6,4,9092
9_09/10/20,36991,1,6,4,9092
9_16/10/20,36991,1,6,4,9092
9_23/10/20,36991,1,6,4,9092
9_30/10/20,36991,1,6,4,9092
13_04/11/20,37517,1,6,5,18921
13_11/11/20,37517,1,6,5,18921
13_18/11/20,37517,1,6,5,18921
13_25/11/20,37517,1,6,5,18921
13_04/11/20,39247,1,6,4,22339
13_11/11/20,39247,1,6,4,22339
13_18/11/20,39247,1,6,4,22339
13_25/11/20,39247,1,6,4,22339
16_04/11/20,8709,1,6,3,77119
16_11/11/20,8709,1,6,3,77119
16_18/11/20,8709,1,6,3,77119
16_25/11/20,8709,1,6,3,77119
17_03/11/20,4061,1,6,5,15719
17_10/11/20,4061,1,6,5,15719
17_17/11/20,4061,1,6,5,15719
17_24/11/20,4061,1,6,5,15719
17_03/11/20,6557,1,6,0,82442
17_10/11/20,6557,1,6,0,82442
17_17/11/20,6557,1,6,0,82442
17_24/11/20,6557,1,6,0,82442
17_03/11/20,23207,1,6,2,4268
17_10/11/20,23207,1,6,2,4268
17_17/11/20,23207,1,6,2,4268
17_24/11/20,23207,1,6,2,4268
17_03/11/20,39163,1,6,4,99630
17_10/11/20,39163,1,6,4,99630
17_17/11/20,39163,1,6,4,99630
17_24/11/20,39163,1,6,4,99630
9_07/03/20,17997,1,6,0,50288
9_14/03/20,17997,1,6,0,50288
9_21/03/20,17997,1,6,0,50288
9_28/03/20,17997,1,6,0,50288
9_07/03/20,18051,1,6,3,59564
9_14/03/20,18051,1,6,3,59564
9_21/03/20,18051,1,6,3,59564
9_28/03/20,18051,1,6,3,59564
9_04/05/20,13759,1,6,5,50404
9_11/05/20,13759,1,6,5,50404
9_18/05/20,13759,1,6,5,50404
9_25/05/20,13759,1,6,5,50404
0_05/07/20,25446,1,6,1,36799
0_12/07/20,25446,1,6,1,36799
0_19/07/20,25446,1,6,1,36799
0_26/07/20,25446,1,6,1,36799
10_06/01/20,1410,1,6,4,35924
10_13/01/20,1410,1,6,4,35924
10_20/01/20,1410,1,6,4,35924
10_27/01/20,1410,1,6,4,35924
10_06/01/20,3401,1,6,4,95847
10_13/01/20,3401,1,6,4,95847
10_20/01/20,3401,1,6,4,95847
10_27/01/20,3401,1,6,4,95847
10_06/01/20,3588,1,6,3,84284
10_13/01/20,3588,1,6,3,84284
10_20/01/20,3588,1,6,3,84284
10_27/01/20,3588,1,6,3,84284
10_06/01/20,7324,1,6,3,92683
10_13/01/20,7324,1,6,3,92683
10_20/01/20,7324,1,6,3,92683
10_27/01/20,7324,1,6,3,92683
19_01/03/20,18148,1,6,1,69392
19_08/03/20,18148,1,6,1,69392
19_15/03/20,18148,1,6,1,69392
19_22/03/20,18148,1,6,1,69392
19_29/03/20,18148,1,6,1,69392
19_01/03/20,18163,1,6,1,87643
19_08/03/20,18163,1,6,1,87643
19_15/03/20,18163,1,6,1,87643
19_22/03/20,18163,1,6,1,87643
19_29/03/20,18163,1,6,1,87643
19_01/03/20,18214,1,6,5,56350
19_08/03/20,18214,1,6,5,56350
19_15/03/20,18214,1,6,5,56350
19_22/03/20,18214,1,6,5,56350
19_29/03/20,18214,1,6,5,56350
15_02/03/20,10013,1,6,2,66031
15_09/03/20,10013,1,6,2,66031
15_16/03/20,10013,1,6,2,66031
15_23/03/20,10013,1,6,2,66031
15_30/03/20,10013,1,6,2,66031
10_01/09/20,30816,1,6,2,58632
10_08/09/20,30816,1,6,2,58632
10_15/09/20,30816,1,6,2,58632
10_22/09/20,30816,1,6,2,58632
10_29/09/20,30816,1,6,2,58632
10_01/09/20,31450,1,6,3,82026
10_08/09/20,31450,1,6,3,82026
10_15/09/20,31450,1,6,3,82026
10_22/09/20,31450,1,6,3,82026
10_29/09/20,31450,1,6,3,82026
10_01/09/20,31469,1,6,5,63254
10_08/09/20,31469,1,6,5,63254
10_15/09/20,31469,1,6,5,63254
10_22/09/20,31469,1,6,5,63254
10_29/09/20,31469,1,6,5,63254
10_01/09/20,32944,1,6,0,52863
10_08/09/20,32944,1,6,0,52863
10_15/09/20,32944,1,6,0,52863
10_22/09/20,32944,1,6,0,52863
10_29/09/20,32944,1,6,0,52863
7_07/09/20,32072,1,6,3,5428
7_14/09/20,32072,1,6,3,5428
7_21/09/20,32072,1,6,3,5428
7_28/09/20,32072,1,6,3,5428
8_02/11/20,3391,1,6,2,1155
8_09/11/20,3391,1,6,2,1155
8_16/11/20,3391,1,6,2,1155
8_23/11/20,3391,1,6,2,1155
8_30/11/20,3391,1,6,2,1155
8_02/11/20,4622,1,6,2,33388
8_09/11/20,4622,1,6,2,33388
8_16/11/20,4622,1,6,2,33388
8_23/11/20,4622,1,6,2,33388
8_30/11/20,4622,1,6,2,33388
8_02/11/20,38164,1,6,3,85022
8_09/11/20,38164,1,6,3,85022
8_16/11/20,38164,1,6,3,85022
8_23/11/20,38164,1,6,3,85022
8_30/11/20,38164,1,6,3,85022
8_02/11/20,29020,1,6,4,2767
8_09/11/20,29020,1,6,4,2767
8_16/11/20,29020,1,6,4,2767
8_23/11/20,29020,1,6,4,2767
8_30/11/20,29020,1,6,4,2767
11_03/11/20,20747,1,6,0,56836
11_10/11/20,20747,1,6,0,56836
11_17/11/20,20747,1,6,0,56836
11_24/11/20,20747,1,6,0,56836
11_03/11/20,21289,1,6,5,28766
11_10/11/20,21289,1,6,5,28766
11_17/11/20,21289,1,6,5,28766
11_24/11/20,21289,1,6,5,28766
11_03/11/20,22951,1,6,1,73916
11_10/11/20,22951,1,6,1,73916
11_17/11/20,22951,1,6,1,73916
11_24/11/20,22951,1,6,1,73916
11_03/11/20,38339,1,6,2,64434
11_10/11/20,38339,1,6,2,64434
11_17/11/20,38339,1,6,2,64434
11_24/11/20,38339,1,6,2,64434
17_01/03/20,15258,1,6,0,30666
17_08/03/20,15258,1,6,0,30666
17_15/03/20,15258,1,6,0,30666
17_22/03/20,15258,1,6,0,30666
17_01/03/20,16871,1,6,0,15994
17_08/03/20,16871,1,6,0,15994
17_15/03/20,16871,1,6,0,15994
17_22/03/20,16871,1,6,0,15994
17_01/03/20,3649,1,6,2,31959
17_08/03/20,3649,1,6,2,31959
17_15/03/20,3649,1,6,2,31959
17_22/03/20,3649,1,6,2,31959
23_01/02/20,8469,1,6,1,97586
23_08/02/20,8469,1,6,1,97586
23_15/02/20,8469,1,6,1,97586
23_22/02/20,8469,1,6,1,97586
23_29/02/20,8469,1,6,1,97586
23_01/02/20,8497,1,6,4,7938
23_08/02/20,8497,1,6,4,7938
23_15/02/20,8497,1,6,4,7938
23_22/02/20,8497,1,6,4,7938
23_29/02/20,8497,1,6,4,7938
23_01/02/20,8543,1,6,2,2466
23_08/02/20,8543,1,6,2,2466
23_15/02/20,8543,1,6,2,2466
23_22/02/20,8543,1,6,2,2466
23_29/02/20,8543,1,6,2,2466
23_01/02/20,13441,1,6,5,46597
23_08/02/20,13441,1,6,5,46597
23_15/02/20,13441,1,6,5,46597
23_22/02/20,13441,1,6,5,46597
23_29/02/20,13441,1,6,5,46597
21_06/01/20,5481,1,6,3,97027
21_13/01/20,5481,1,6,3,97027
21_20/01/20,5481,1,6,3,97027
21_27/01/20,5481,1,6,3,97027
21_06/01/20,4851,1,6,4,76500
21_13/01/20,4851,1,6,4,76500
21_20/01/20,4851,1,6,4,76500
21_27/01/20,4851,1,6,4,76500
21_06/01/20,7158,1,6,0,46528
21_13/01/20,7158,1,6,0,46528
21_20/01/20,7158,1,6,0,46528
21_27/01/20,7158,1,6,0,46528
11_04/03/20,13091,1,6,1,51704
11_11/03/20,13091,1,6,1,51704
11_18/03/20,13091,1,6,1,51704
11_25/03/20,13091,1,6,1,51704
11_04/03/20,13443,1,6,5,7870
11_11/03/20,13443,1,6,5,7870
11_18/03/20,13443,1,6,5,7870
11_25/03/20,13443,1,6,5,7870
11_04/03/20,17419,1,6,5,85414
11_11/03/20,17419,1,6,5,85414
11_18/03/20,17419,1,6,5,85414
11_25/03/20,17419,1,6,5,85414
11_04/03/20,18731,1,6,3,21768
11_11/03/20,18731,1,6,3,21768
11_18/03/20,18731,1,6,3,21768
11_25/03/20,18731,1,6,3,21768
11_04/03/20,19011,1,6,2,65886
11_11/03/20,19011,1,6,2,65886
11_18/03/20,19011,1,6,2,65886
11_25/03/20,19011,1,6,2,65886
17_03/05/20,22569,1,6,4,91676
17_10/05/20,22569,1,6,4,91676
17_17/05/20,22569,1,6,4,91676
17_24/05/20,22569,1,6,4,91676
17_31/05/20,22569,1,6,4,91676
1_05/01/20,6899,1,6,3,52711
1_12/01/20,6899,1,6,3,52711
1_19/01/20,6899,1,6,3,52711
1_26/01/20,6899,1,6,3,52711
16_09/05/20,22523,1,6,2,73934
16_16/05/20,22523,1,6,2,73934
16_23/05/20,22523,1,6,2,73934
16_30/05/20,22523,1,6,2,73934
16_05/07/20,1562,1,6,4,97521
16_12/07/20,1562,1,6,4,97521
16_19/07/20,1562,1,6,4,97521
16_26/07/20,1562,1,6,4,97521
16_05/07/20,4154,1,6,3,1290
16_12/07/20,4154,1,6,3,1290
16_19/07/20,4154,1,6,3,1290
16_26/07/20,4154,1,6,3,1290
13_05/10/20,34297,1,6,2,99355
13_12/10/20,34297,1,6,2,99355
13_19/10/20,34297,1,6,2,99355
13_26/10/20,34297,1,6,2,99355
13_05/10/20,35689,1,6,0,51772
13_12/10/20,35689,1,6,0,51772
13_19/10/20,35689,1,6,0,51772
13_26/10/20,35689,1,6,0,51772
19_01/05/20,7272,1,6,4,44081
19_08/05/20,7272,1,6,4,44081
19_15/05/20,7272,1,6,4,44081
19_22/05/20,7272,1,6,4,44081
19_29/05/20,7272,1,6,4,44081
19_01/05/20,20566,1,6,2,84292
19_08/05/20,20566,1,6,2,84292
19_15/05/20,20566,1,6,2,84292
19_22/05/20,20566,1,6,2,84292
19_29/05/20,20566,1,6,2,84292
10_03/12/20,2998,1,6,0,99036
10_10/12/20,2998,1,6,0,99036
10_17/12/20,2998,1,6,0,99036
10_24/12/20,2998,1,6,0,99036
10_31/12/20,2998,1,6,0,99036
10_03/12/20,41130,1,6,3,31448
10_10/12/20,41130,1,6,3,31448
10_17/12/20,41130,1,6,3,31448
10_24/12/20,41130,1,6,3,31448
10_31/12/20,41130,1,6,3,31448
10_03/12/20,41838,1,6,1,91199
10_10/12/20,41838,1,6,1,91199
10_17/12/20,41838,1,6,1,91199
10_24/12/20,41838,1,6,1,91199
10_31/12/20,41838,1,6,1,91199
10_03/12/20,43626,1,6,4,40446
10_10/12/20,43626,1,6,4,40446
10_17/12/20,43626,1,6,4,40446
10_24/12/20,43626,1,6,4,40446
10_31/12/20,43626,1,6,4,40446
10_03/12/20,44373,1,6,0,97598
10_10/12/20,44373,1,6,0,97598
10_17/12/20,44373,1,6,0,97598
10_24/12/20,44373,1,6,0,97598
10_31/12/20,44373,1,6,0,97598
4_02/02/20,8823,1,6,3,46819
4_09/02/20,8823,1,6,3,46819
4_16/02/20,8823,1,6,3,46819
4_23/02/20,8823,1,6,3,46819
9_04/09/20,31103,1,6,3,19876
9_11/09/20,31103,1,6,3,19876
9_18/09/20,31103,1,6,3,19876
9_25/09/20,31103,1,6,3,19876
9_04/09/20,32495,1,6,2,64309
9_11/09/20,32495,1,6,2,64309
9_18/09/20,32495,1,6,2,64309
9_25/09/20,32495,1,6,2,64309
9_04/09/20,32568,1,6,3,72291
9_11/09/20,32568,1,6,3,72291
9_18/09/20,32568,1,6,3,72291
9_25/09/20,32568,1,6,3,72291
9_04/09/20,33194,1,6,3,4988
9_11/09/20,33194,1,6,3,4988
9_18/09/20,33194,1,6,3,4988
9_25/09/20,33194,1,6,3,4988
13_02/09/20,33020,1,6,1,85089
13_09/09/20,33020,1,6,1,85089
13_16/09/20,33020,1,6,1,85089
13_23/09/20,33020,1,6,1,85089
13_30/09/20,33020,1,6,1,85089
13_05/09/20,31966,1,6,5,57572
13_12/09/20,31966,1,6,5,57572
13_19/09/20,31966,1,6,5,57572
13_26/09/20,31966,1,6,5,57572
22_02/08/20,27937,1,6,3,8799
22_09/08/20,27937,1,6,3,8799
22_16/08/20,27937,1,6,3,8799
22_23/08/20,27937,1,6,3,8799
22_30/08/20,27937,1,6,3,8799
20_05/11/20,31277,1,6,5,44124
20_12/11/20,31277,1,6,5,44124
20_19/11/20,31277,1,6,5,44124
20_26/11/20,31277,1,6,5,44124
20_05/11/20,40213,1,6,1,51639
20_12/11/20,40213,1,6,1,51639
20_19/11/20,40213,1,6,1,51639
20_26/11/20,40213,1,6,1,51639
6_04/01/20,4827,1,6,0,59555
6_11/01/20,4827,1,6,0,59555
6_18/01/20,4827,1,6,0,59555
6_25/01/20,4827,1,6,0,59555
6_04/01/20,6689,1,6,1,87632
6_11/01/20,6689,1,6,1,87632
6_18/01/20,6689,1,6,1,87632
6_25/01/20,6689,1,6,1,87632
4_01/03/20,18255,1,6,4,41471
4_08/03/20,18255,1,6,4,41471
4_15/03/20,18255,1,6,4,41471
4_22/03/20,18255,1,6,4,41471
4_29/03/20,18255,1,6,4,41471
4_01/03/20,19139,1,6,2,62015
4_08/03/20,19139,1,6,2,62015
4_15/03/20,19139,1,6,2,62015
4_22/03/20,19139,1,6,2,62015
4_29/03/20,19139,1,6,2,62015
10_07/01/20,1338,1,6,3,97456
10_14/01/20,1338,1,6,3,97456
10_21/01/20,1338,1,6,3,97456
10_28/01/20,1338,1,6,3,97456
10_07/01/20,1724,1,6,3,23777
10_14/01/20,1724,1,6,3,23777
10_21/01/20,1724,1,6,3,23777
10_28/01/20,1724,1,6,3,23777
18_07/01/20,1817,1,6,1,52271
18_14/01/20,1817,1,6,1,52271
18_21/01/20,1817,1,6,1,52271
18_28/01/20,1817,1,6,1,52271
18_07/01/20,3754,1,6,0,95646
18_14/01/20,3754,1,6,0,95646
18_21/01/20,3754,1,6,0,95646
18_28/01/20,3754,1,6,0,95646
18_07/01/20,5729,1,6,1,38284
18_14/01/20,5729,1,6,1,38284
18_21/01/20,5729,1,6,1,38284
18_28/01/20,5729,1,6,1,38284
18_07/01/20,7414,1,6,0,44215
18_14/01/20,7414,1,6,0,44215
18_21/01/20,7414,1,6,0,44215
18_28/01/20,7414,1,6,0,44215
11_01/02/20,979,1,6,4,90953
11_08/02/20,979,1,6,4,90953
11_15/02/20,979,1,6,4,90953
11_22/02/20,979,1,6,4,90953
11_29/02/20,979,1,6,4,90953
11_01/02/20,13510,1,6,5,80844
11_08/02/20,13510,1,6,5,80844
11_15/02/20,13510,1,6,5,80844
11_22/02/20,13510,1,6,5,80844
11_29/02/20,13510,1,6,5,80844
12_04/02/20,12653,1,6,2,20228
12_11/02/20,12653,1,6,2,20228
12_18/02/20,12653,1,6,2,20228
12_25/02/20,12653,1,6,2,20228
12_04/02/20,14039,1,6,0,7804
12_11/02/20,14039,1,6,0,7804
12_18/02/20,14039,1,6,0,7804
12_25/02/20,14039,1,6,0,7804
11_06/02/20,11507,1,6,4,52322
11_13/02/20,11507,1,6,4,52322
11_20/02/20,11507,1,6,4,52322
11_27/02/20,11507,1,6,4,52322
11_06/02/20,13085,1,6,0,49712
11_13/02/20,13085,1,6,0,49712
11_20/02/20,13085,1,6,0,49712
11_27/02/20,13085,1,6,0,49712
11_06/02/20,14566,1,6,0,23997
11_13/02/20,14566,1,6,0,23997
11_20/02/20,14566,1,6,0,23997
11_27/02/20,14566,1,6,0,23997
11_06/02/20,14609,1,6,1,88187
11_13/02/20,14609,1,6,1,88187
11_20/02/20,14609,1,6,1,88187
11_27/02/20,14609,1,6,1,88187
7_06/02/20,9788,1,6,5,85862
7_13/02/20,9788,1,6,5,85862
7_20/02/20,9788,1,6,5,85862
7_27/02/20,9788,1,6,5,85862
7_06/02/20,14460,1,6,0,60220
7_13/02/20,14460,1,6,0,60220
7_20/02/20,14460,1,6,0,60220
7_27/02/20,14460,1,6,0,60220
7_06/02/20,14482,1,6,5,86545
7_13/02/20,14482,1,6,5,86545
7_20/02/20,14482,1,6,5,86545
7_27/02/20,14482,1,6,5,86545
16_07/02/20,13315,1,6,0,34886
16_14/02/20,13315,1,6,0,34886
16_21/02/20,13315,1,6,0,34886
16_28/02/20,13315,1,6,0,34886
16_07/02/20,14712,1,6,4,76801
16_14/02/20,14712,1,6,4,76801
16_21/02/20,14712,1,6,4,76801
16_28/02/20,14712,1,6,4,76801
13_04/02/20,6026,1,6,4,71033
13_11/02/20,6026,1,6,4,71033
13_18/02/20,6026,1,6,4,71033
13_25/02/20,6026,1,6,4,71033
13_04/02/20,9288,1,6,2,39826
13_11/02/20,9288,1,6,2,39826
13_18/02/20,9288,1,6,2,39826
13_25/02/20,9288,1,6,2,39826
20_01/03/20,15310,1,6,2,40825
20_08/03/20,15310,1,6,2,40825
20_15/03/20,15310,1,6,2,40825
20_22/03/20,15310,1,6,2,40825
20_29/03/20,15310,1,6,2,40825
20_01/03/20,16859,1,6,0,77974
20_08/03/20,16859,1,6,0,77974
20_15/03/20,16859,1,6,0,77974
