barrio,comuna,latitud,longitud,id
Parque Avellaneda,9.0,-34.644894,-58.49248,569
Mataderos,9.0,-34.653482,-58.492436,570
Villa Del Parque,11.0,-34.603461,-58.491698,571
Villa Lugano,8.0,-34.666151,-58.489867,572
Saavedra,12.0,-34.545564,-58.488377,573
Villa Lugano,8.0,-34.666035,-58.487312,574
Villa Lugano,8.0,-34.669018,-58.486173,575
Saavedra,12.0,-34.544014,-58.485669,576
Saavedra,12.0,-34.559529,-58.485661,577
Parque Avellaneda,9.0,-34.650865,-58.485025,578
Villa Del Parque,11.0,-34.603953,-58.484273,579
Villa Santa Rita,11.0,-34.61128,-58.483413,580
Villa Urquiza,12.0,-34.560967,-58.483386,581
Villa Del Parque,11.0,-34.607686,-58.482755,582
Villa Lugano,8.0,-34.679729,-58.482305,583
Floresta,10.0,-34.6291,-58.48175,584
Villa Urquiza,12.0,-34.577258,-58.481238,585
Parque Chas,15.0,-34.582505,-58.47925,586
Floresta,10.0,-34.632011,-58.477042,587
Parque Chas,15.0,-34.584372,-58.476165,588
Villa Santa Rita,11.0,-34.618101,-58.476096,589
Villa Riachuelo,8.0,-34.690937,-58.475825,590
Villa Santa Rita,11.0,-34.615483,-58.475529,591
Villa Lugano,8.0,-34.677161,-58.47548,592
Paternal,15.0,-34.604173,-58.474932,593
Parque Chas,15.0,-34.581396,-58.474682,594
Villa Santa Rita,11.0,-34.620168,-58.474315,595
Villa Lugano,8.0,-34.672939,-58.474082,596
Coghlan,12.0,-34.559891,-58.473644,597
Nuñez,13.0,-34.553735,-58.471831,598
Parque Avellaneda,9.0,-34.647775,-58.471812,599
Villa Urquiza,12.0,-34.570927,-58.471655,600
Nuñez,13.0,-34.552397,-58.471435,601
Belgrano,13.0,-34.565602,-58.471166,602
Villa Gral. Mitre,11.0,-34.611427,-58.471037,603
Villa Ortuzar,15.0,-34.582738,-58.470916,604
Villa Lugano,8.0,-34.681318,-58.470071,605
Villa Lugano,8.0,-34.672256,-58.469941,606
Villa Gral. Mitre,11.0,-34.609334,-58.469351,607
Nuñez,13.0,-34.547241,-58.469341,608
Saavedra,12.0,-34.548203,-58.468899,609
Villa Riachuelo,8.0,-34.693249,-58.467906,610
Villa Lugano,8.0,-34.66239326,-58.46720937,611
Flores,7.0,-34.643424,-58.466708,612
Flores,7.0,-34.635139,-58.466218,613
Flores,7.0,-34.631899,-58.466014,614
Parque Avellaneda,9.0,-34.645127,-58.465323,615
Villa Gral. Mitre,11.0,-34.611527,-58.463998,616
Nuñez,13.0,-34.554481,-58.463544,617
Belgrano,13.0,-34.55791,-58.463051,618
Nuñez,13.0,-34.554847,-58.462941,619
Villa Lugano,8.0,-34.686734,-58.462403,620
Villa Ortuzar,15.0,-34.584001,-58.462007,621
Parque Avellaneda,9.0,-34.657933,-58.461752,622
Belgrano,13.0,-34.557955,-58.461102,623
Flores,7.0,-34.636654,-58.460649,624
Colegiales,13.0,-34.577183,-58.460012,625
Chacarita,15.0,-34.579053,-58.459649,626
Flores,7.0,-34.622451,-58.459622,627
Flores,7.0,-34.622486,-58.459447,628
Belgrano,13.0,-34.556297,-58.459017,629
Flores,7.0,-34.618893,-58.457793,630
Belgrano,13.0,-34.561591,-58.456888,631
Caballito,6.0,-34.618712,-58.456308,632
Flores,7.0,-34.631897,-58.455904,633
Chacarita,15.0,-34.587152,-58.455113,634
Chacarita,15.0,-34.584231,-58.45483,635
Colegiales,13.0,-34.571356,-58.454774,636
Flores,7.0,-34.625731,-58.454518,637
Colegiales,13.0,-34.577023,-58.454048,638
Belgrano,13.0,-34.560386,-58.453839,639
Belgrano,13.0,-34.550664,-58.453033,640
Flores,7.0,-34.637955,-58.452641,641
Caballito,6.0,-34.626397,-58.451164,642
Caballito,6.0,-34.627163,-58.450802,643
Villa Crespo,15.0,-34.603541,-58.4506,644
Flores,7.0,-34.644845,-58.450449,645
Villa Soldati,8.0,-34.660049,-58.450441,646
Caballito,6.0,-34.627081,-58.449811,647
Caballito,6.0,-34.616127,-58.449601,648
Villa Crespo,15.0,-34.602599,-58.44902,649
Parque Chacabuco,7.0,-34.630765,-58.448141,650
Parque Chacabuco,7.0,-34.634345,-58.44743,651
Caballito,6.0,-34.628597,-58.446572,652
Colegiales,13.0,-34.577268,-58.445876,653
Villa Crespo,15.0,-34.600574,-58.445755,654
Villa Crespo,15.0,-34.599471,-58.445142,655
Belgrano,13.0,-34.559654,-58.44509,656
Villa Crespo,15.0,-34.592721,-58.44505,657
Colegiales,13.0,-34.569953,-58.444888,658
Villa Crespo,15.0,-34.599703,-58.444886,659
Villa Soldati,8.0,-34.663894,-58.444564,660
Villa Soldati,8.0,-34.663886,-58.444545,661
Caballito,6.0,-34.627029,-58.444241,662
Villa Crespo,15.0,-34.593185,-58.444094,663
Colegiales,13.0,-34.571487,-58.444003,664
Villa Crespo,15.0,-34.60168,-58.443158,665
Caballito,6.0,-34.611561,-58.441499,666
Caballito,6.0,-34.611135,-58.441471,667
Palermo,14.0,-34.574894,-58.440066,668
Palermo,14.0,-34.572831,-58.439787,669
Parque Chacabuco,7.0,-34.643685,-58.439666,670
Caballito,6.0,-34.619434,-58.439016,671
Palermo,14.0,-34.565378,-58.438228,672
Parque Chacabuco,7.0,-34.63804,-58.437807,673
Palermo,14.0,-34.574579,-58.437512,674
Palermo,14.0,-34.584153,-58.436312,675
Caballito,6.0,-34.620405,-58.435503,676
Palermo,14.0,-34.585372,-58.434757,677
Palermo,14.0,-34.584154,-58.434375,678
Caballito,6.0,-34.605433,-58.432635,679
Palermo,14.0,-34.56617,-58.432249,680
Palermo,14.0,-34.578818,-58.43224,681
Palermo,14.0,-34.560434,-58.432168,682
Nueva Pompeya,4.0,-34.641632,-58.431526,683
Nueva Pompeya,4.0,-34.641975,-58.430997,684
Palermo,14.0,-34.589004,-58.430719,685
Almagro,5.0,-34.599602,-58.429642,686
Palermo,14.0,-34.587036,-58.429592,687
Parque Chacabuco,7.0,-34.629179,-58.429255,688
Caballito,6.0,-34.622296,-58.429201,689
Villa Crespo,15.0,-34.594854,-58.429173,690
Palermo,14.0,-34.586398,-58.428723,691
Caballito,6.0,-34.618293,-58.428554,692
Villa Soldati,8.0,-34.661545,-58.428394,693
Almagro,5.0,-34.613364,-58.428276,694
Nueva Pompeya,4.0,-34.644904,-58.42638,695
Nueva Pompeya,4.0,-34.641542,-58.425941,696
Almagro,5.0,-34.602807,-58.425501,697
Parque Chacabuco,7.0,-34.638324,-58.425471,698
Palermo,14.0,-34.591203,-58.425229,699
Palermo,14.0,-34.587704,-58.424584,700
Palermo,14.0,-34.586392,-58.424304,701
Almagro,5.0,-34.609894,-58.423233,702
Almagro,5.0,-34.618699,-58.42318,703
Palermo,14.0,-34.581078,-58.423146,704
Boedo,5.0,-34.633539,-58.423065,705
Nueva Pompeya,4.0,-34.642823,-58.422818,706
Almagro,5.0,-34.612116,-58.422699,707
Boedo,5.0,-34.635965,-58.4216,708
Almagro,5.0,-34.61774,-58.421439,709
Boedo,5.0,-34.628624,-58.419625,710
Palermo,14.0,-34.58541,-58.418428,711
Nueva Pompeya,4.0,-34.644344,-58.418373,712
Nueva Pompeya,4.0,-34.646954,-58.418358,713
Almagro,5.0,-34.602313,-58.417402,714
Palermo,14.0,-34.584783,-58.416665,715
Nueva Pompeya,4.0,-34.652015,-58.416374,716
Palermo,14.0,-34.581684,-58.415231,717
Almagro,5.0,-34.599599,-58.414935,718
Almagro,5.0,-34.610839,-58.414477,719
Nueva Pompeya,4.0,-34.644694,-58.414011,720
Recoleta,2.0,-34.59473,-58.413538,721
Palermo,14.0,-34.587364,-58.412782,722
Boedo,5.0,-34.62305,-58.412661,723
Recoleta,2.0,-34.592875,-58.412126,724
Recoleta,2.0,-34.598002,-58.411924,725
Balvanera,3.0,-34.604082,-58.411747,726
Balvanera,3.0,-34.610538,-58.411738,727
Palermo,14.0,-34.588234,-58.41146,728
Palermo,14.0,-34.588556,-58.410667,729
Palermo,14.0,-34.589585,-58.41064,730
Balvanera,3.0,-34.614744,-58.410066,731
Nueva Pompeya,4.0,-34.649354,-58.408705,732
Palermo,14.0,-34.582607,-58.408592,733
Recoleta,2.0,-34.591133,-58.408388,734
Recoleta,2.0,-34.598004,-58.408052,735
Palermo,14.0,-34.581659,-58.407931,736
Balvanera,3.0,-34.604363,-58.407664,737
Balvanera,3.0,-34.61031,-58.40755,738
Recoleta,2.0,-34.591673,-58.407142,739
Balvanera,3.0,-34.598122,-58.40671,740
Recoleta,2.0,-34.591149,-58.406382,741
Balvanera,3.0,-34.60549,-58.40633,742
Parque Patricios,4.0,-34.641287,-58.406283,743
Balvanera,3.0,-34.60784,-58.40622,744
Balvanera,3.0,-34.608349,-58.406177,745
Balvanera,3.0,-34.608934,-58.406039,746
Balvanera,3.0,-34.608839,-58.406035,747
Parque Patricios,4.0,-34.642611,-58.40595,748
San Cristóbal,3.0,-34.626472,-58.405451,749
Parque Patricios,4.0,-34.638021,-58.404961,750
Balvanera,3.0,-34.598488,-58.404932,751
Balvanera,3.0,-34.602516,-58.404869,752
San Cristóbal,3.0,-34.620212,-58.40465,753
Balvanera,3.0,-34.608793,-58.404503,754
Balvanera,3.0,-34.610114,-58.404462,755
Balvanera,3.0,-34.598637,-58.403885,756
Recoleta,2.0,-34.594546,-58.402278,757
Recoleta,2.0,-34.594247,-58.402161,758
Palermo,14.0,-34.573132,-58.401751,759
San Cristóbal,3.0,-34.622643,-58.401336,760
Balvanera,3.0,-34.609833,-58.40121,761
Recoleta,2.0,-34.599072,-58.401018,762
Recoleta,2.0,-34.596596,-58.400915,763
Balvanera,3.0,-34.617874,-58.400054,764
Recoleta,2.0,-34.572107,-58.399633,765
San Cristóbal,3.0,-34.619624,-58.399256,766
Barracas,4.0,-34.651471,-58.397906,767
San Cristóbal,3.0,-34.623232,-58.397832,768
San Cristóbal,3.0,-34.624883,-58.397381,769
Barracas,4.0,-34.65143,-58.396644,770
Recoleta,2.0,-34.597297,-58.396106,771
Recoleta,2.0,-34.59585,-58.395569,772
Recoleta,2.0,-34.581702,-58.39416,773
Recoleta,2.0,-34.591855,-58.394027,774
Balvanera,3.0,-34.613929,-58.393239,775
Recoleta,2.0,-34.594831,-58.393203,776
San Nicolás,1.0,-34.601936,-58.392413,777
Recoleta,2.0,-34.592326,-58.392366,778
Balvanera,3.0,-34.604419,-58.392318,779
San Cristóbal,3.0,-34.626453,-58.392313,780
Recoleta,2.0,-34.583432,-58.391039,781
Constitución,1.0,-34.630318,-58.390708,782
San Nicolás,1.0,-34.603127,-58.390553,783
Monserrat,1.0,-34.618078,-58.390333,784
Barracas,4.0,-34.653961,-58.390322,785
Recoleta,2.0,-34.584351,-58.389687,786
Monserrat,1.0,-34.614675,-58.38923,787
Barracas,4.0,-34.634908,-58.388988,788
San Nicolás,1.0,-34.601791,-58.388856,789
San Nicolás,1.0,-34.600828,-58.388047,790
Recoleta,2.0,-34.590113,-58.387827,791
Recoleta,2.0,-34.596955,-58.387705,792
Constitución,1.0,-34.632496,-58.387552,793
Recoleta,2.0,-34.585902,-58.387448,794
Barracas,4.0,-34.648748,-58.386867,795
Constitución,1.0,-34.624459,-58.385752,796
San Nicolás,1.0,-34.602138,-58.385385,797
Barracas,4.0,-34.656734,-58.385331,798
San Nicolás,1.0,-34.602709,-58.385204,799
Monserrat,1.0,-34.609387,-58.385154,800
Retiro,1.0,-34.595721,-58.385088,801
Monserrat,1.0,-34.616544,-58.384374,802
Retiro,1.0,-34.595465,-58.382725,803
Constitución,1.0,-34.630792,-58.381938,804
San Nicolás,1.0,-34.601383,-58.381936,805
Monserrat,1.0,-34.61042,-58.381933,806
Monserrat,1.0,-34.616277,-58.381638,807
Barracas,4.0,-34.638443,-58.381361,808
San Nicolás,1.0,-34.606103,-58.381292,809
San Nicolás,1.0,-34.601355,-58.381109,810
San Nicolás,1.0,-34.603543,-58.38027,811
San Nicolás,1.0,-34.604192,-58.379401,812
San Nicolás,1.0,-34.60349,-58.378079,813
Retiro,1.0,-34.595027,-58.377693,814
Retiro,1.0,-34.582374,-58.376552,815
Monserrat,1.0,-34.611554,-58.37652,816
Barracas,4.0,-34.647442,-58.376323,817
Barracas,4.0,-34.640617,-58.375703,818
Retiro,1.0,-34.597499,-58.37541,819
San Nicolás,1.0,-34.601166,-58.375386,820
San Nicolás,1.0,-34.6055,-58.375178,821
San Nicolás,1.0,-34.604563,-58.37517,822
Barracas,4.0,-34.637822,-58.37513,823
San Nicolás,1.0,-34.605729,-58.37511,824
Monserrat,1.0,-34.610246,-58.374858,825
Retiro,1.0,-34.593276,-58.37481,826
Retiro,1.0,-34.596127,-58.372946,827
Barracas,4.0,-34.64232,-58.372647,828
San Nicolás,1.0,-34.602062,-58.372415,829
San Nicolás,1.0,-34.606668,-58.372262,830
Retiro,1.0,-34.58882,-58.372247,831
San Nicolás,1.0,-34.607675,-58.371453,832
San Telmo,1.0,-34.623526,-58.369805,833
Retiro,1.0,-34.584041,-58.369118,834
Barracas,4.0,-34.644858,-58.368936,835
San Telmo,1.0,-34.624123,-58.367093,836
Puerto Madero,1.0,-34.609263,-58.366413,837
Puerto Madero,1.0,-34.605409,-58.364108,838
Boca,4.0,-34.630869,-58.362373,839
Boca,4.0,-34.632021,-58.360824,840
Boca,4.0,-34.627476,-58.35777,841
Versalles,10.0,-34.634814,-58.528968,842
Liniers,9.0,-34.639252,-58.527708,843
Villa Devoto,11.0,-34.602994,-58.51724,844
Monte Castro,10.0,-34.623244,-58.517132,845
Monte Castro,10.0,-34.626396,-58.516979,846
Villa Devoto,11.0,-34.590315,-58.515833,847
Mataderos,9.0,-34.663451,-58.515609,848
Mataderos,9.0,-34.657822,-58.515164,849
Mataderos,9.0,-34.657312,-58.514549,850
Liniers,9.0,-34.646698,-58.513963,851
Versalles,10.0,-34.634474,-58.511443,852
Mataderos,9.0,-34.652032,-58.511075,853
Mataderos,9.0,-34.655201,-58.510881,854
Villa Devoto,11.0,-34.602926,-58.510763,855
Villa Luro,10.0,-34.634768,-58.509153,856
Villa Luro,10.0,-34.63888,-58.508697,857
Villa Pueyrredón,12.0,-34.583137,-58.503507,858
Mataderos,9.0,-34.64896,-58.503198,859
Monte Castro,10.0,-34.622599,-58.503045,860
Villa Urquiza,12.0,-34.57355,-58.502945,861
Villa Urquiza,12.0,-34.57112,-58.501118,862
Mataderos,9.0,-34.665445,-58.499815,863
Villa Del Parque,11.0,-34.608707,-58.499566,864
Villa Pueyrredón,12.0,-34.58908,-58.49927,865
Mataderos,9.0,-34.664135,-58.498249,866
Vélez Sársfield,10.0,-34.627737,-58.498011,867
Agronomía,15.0,-34.595528,-58.49796,868
Agronomía,15.0,-34.596645,-58.496893,869
Villa Urquiza,12.0,-34.570468,-58.496178,870
Villa Pueyrredón,12.0,-34.582366,-58.495065,871
Monte Castro,10.0,-34.616565,-58.494973,872
Villa Urquiza,12.0,-34.567896,-58.494892,873
Vélez Sársfield,10.0,-34.631316,-58.492498,874
Vélez Sársfield,10.0,-34.636044,-58.491548,875
Villa Santa Rita,11.0,-34.613012,-58.491277,876
Villa Lugano,8.0,-34.677337,-58.490261,877
Parque Avellaneda,9.0,-34.647008,-58.490009,878
Vélez Sársfield,10.0,-34.628722,-58.489021,879
Vélez Sársfield,10.0,-34.635394,-58.48901,880
Saavedra,12.0,-34.551097,-58.488914,881
Saavedra,12.0,-34.554695,-58.487378,882
Mataderos,9.0,-34.66261,-58.487258,883
Villa Lugano,8.0,-34.68368,-58.486395,884
Saavedra,12.0,-34.558573,-58.48622,885
Mataderos,9.0,-34.65345,-58.485898,886
Mataderos,9.0,-34.659333,-58.485645,887
Villa Urquiza,12.0,-34.577779,-58.484551,888
Villa Lugano,8.0,-34.660868,-58.483343,889
Vélez Sársfield,10.0,-34.638974,-58.482881,890
Villa Santa Rita,11.0,-34.608945,-58.48203,891
Saavedra,12.0,-34.556414,-58.481494,892
Villa Santa Rita,11.0,-34.622077,-58.480764,893
Villa Lugano,8.0,-34.678762,-58.480261,894
Floresta,10.0,-34.634205,-58.479983,895
Floresta,10.0,-34.628586,-58.479684,896
Floresta,10.0,-34.627088,-58.479545,897
Villa Lugano,8.0,-34.666015,-58.478679,898
Floresta,10.0,-34.634525,-58.478205,899
Saavedra,12.0,-34.555954,-58.47791,900
Villa Santa Rita,11.0,-34.616442,-58.477416,901
Parque Chas,15.0,-34.588874,-58.477165,902
Saavedra,12.0,-34.544355,-58.476705,903
Coghlan,12.0,-34.565704,-58.476647,904
Villa Santa Rita,11.0,-34.617445,-58.476618,905
Saavedra,12.0,-34.542062,-58.476612,906
Villa Lugano,8.0,-34.660777,-58.476586,907
Villa Lugano,8.0,-34.673099,-58.476557,908
Villa Santa Rita,11.0,-34.614028,-58.476057,909
Parque Avellaneda,9.0,-34.660163,-58.475869,910
Villa Santa Rita,11.0,-34.615567,-58.475847,911
Villa Lugano,8.0,-34.676892,-58.47576,912
Villa Lugano,8.0,-34.678686,-58.475087,913
Parque Avellaneda,9.0,-34.649505,-58.474865,914
Parque Avellaneda,9.0,-34.657177,-58.474834,915
Floresta,10.0,-34.632061,-58.474604,916
Coghlan,12.0,-34.556135,-58.474464,917
Flores,7.0,-34.63179,-58.473483,918
Villa Riachuelo,8.0,-34.684627,-58.472622,919
Flores,7.0,-34.626368,-58.471575,920
Villa Lugano,8.0,-34.675822,-58.470459,921
Flores,7.0,-34.639869,-58.469905,922
Flores,7.0,-34.624295,-58.469422,923
Nuñez,13.0,-34.548533,-58.467258,924
Villa Lugano,8.0,-34.681005,-58.46543,925
Villa Riachuelo,8.0,-34.691814,-58.464727,926
Paternal,15.0,-34.598753,-58.464551,927
Villa Ortuzar,15.0,-34.576164,-58.463699,928
Flores,7.0,-34.648788,-58.463603,929
Villa Lugano,8.0,-34.685479,-58.462467,930
Flores,7.0,-34.621444,-58.462051,931
Belgrano,13.0,-34.557388,-58.462017,932
Villa Gral. Mitre,11.0,-34.612664,-58.461479,933
Nuñez,13.0,-34.543926,-58.460452,934
Nuñez,13.0,-34.549147,-58.45996,935
Nuñez,13.0,-34.538191,-58.459768,936
Belgrano,13.0,-34.559366,-58.459138,937
Belgrano,13.0,-34.559953,-58.458632,938
Nuñez,13.0,-34.546187,-58.457961,939
Belgrano,13.0,-34.556614,-58.457102,940
Flores,7.0,-34.626665,-58.456711,941
Belgrano,13.0,-34.56231,-58.45649,942
Flores,7.0,-34.627535,-58.456195,943
Villa Lugano,8.0,-34.675748,-58.456072,944
Flores,7.0,-34.649156,-58.455825,945
Chacarita,15.0,-34.587544,-58.455576,946
Belgrano,13.0,-34.561488,-58.455514,947
Villa Soldati,8.0,-34.657431,-58.455222,948
Caballito,6.0,-34.627894,-58.45263,949
Flores,7.0,-34.643499,-58.450556,950
Caballito,6.0,-34.607333,-58.449898,951
Chacarita,15.0,-34.588279,-58.449757,952
Belgrano,13.0,-34.560835,-58.449452,953
Villa Crespo,15.0,-34.606856,-58.449292,954
Belgrano,13.0,-34.542511,-58.449029,955
Villa Soldati,8.0,-34.660912,-58.448315,956
Caballito,6.0,-34.627013,-58.447284,957
Belgrano,13.0,-34.563221,-58.446581,958
Villa Soldati,8.0,-34.659967,-58.44572,959
Colegiales,13.0,-34.580403,-58.445192,960
Caballito,6.0,-34.612867,-58.444751,961
Villa Soldati,8.0,-34.665742,-58.444695,962
Parque Chacabuco,7.0,-34.636791,-58.443926,963
Villa Soldati,8.0,-34.663751,-58.443909,964
Colegiales,13.0,-34.57449,-58.443208,965
Villa Crespo,15.0,-34.601487,-58.442835,966
Palermo,14.0,-34.581787,-58.441379,967
Villa Soldati,8.0,-34.662619,-58.441078,968
Flores,7.0,-34.64768,-58.440131,969
Villa Crespo,15.0,-34.592133,-58.439106,970
Flores,7.0,-34.648951,-58.43886,971
Palermo,14.0,-34.587297,-58.438513,972
Parque Chacabuco,7.0,-34.634185,-58.437822,973
Caballito,6.0,-34.618871,-58.437749,974
Villa Crespo,15.0,-34.600144,-58.437676,975
Palermo,14.0,-34.56776,-58.437638,976
Parque Chacabuco,7.0,-34.647341,-58.437405,977
Villa Crespo,15.0,-34.601409,-58.437291,978
Palermo,14.0,-34.587143,-58.436167,979
Caballito,6.0,-34.619362,-58.435917,980
Villa Crespo,15.0,-34.601103,-58.435359,981
Palermo,14.0,-34.571144,-58.434776,982
Palermo,14.0,-34.564889,-58.434413,983
Caballito,6.0,-34.625765,-58.434251,984
Villa Crespo,15.0,-34.592281,-58.433798,985
Villa Soldati,8.0,-34.660146,-58.43366,986
Palermo,14.0,-34.572414,-58.433255,987
Almagro,5.0,-34.602344,-58.432531,988
Villa Crespo,15.0,-34.596719,-58.432166,989
Palermo,14.0,-34.581082,-58.431045,990
Caballito,6.0,-34.605678,-58.430968,991
Parque Chacabuco,7.0,-34.631029,-58.430157,992
Palermo,14.0,-34.588938,-58.430038,993
Almagro,5.0,-34.615158,-58.429554,994
Caballito,6.0,-34.615307,-58.429509,995
Caballito,6.0,-34.618454,-58.429387,996
Palermo,14.0,-34.580834,-58.426844,997
Boedo,5.0,-34.625053,-58.425985,998
Palermo,14.0,-34.593799,-58.425713,999
Palermo,14.0,-34.590234,-58.423943,1000
Almagro,5.0,-34.598689,-58.423562,1001
Nueva Pompeya,4.0,-34.643784,-58.423222,1002
Palermo,14.0,-34.58393,-58.42289,1003
Palermo,14.0,-34.580829,-58.422399,1004
Palermo,14.0,-34.588755,-58.421896,1005
Palermo,14.0,-34.568595,-58.421858,1006
Palermo,14.0,-34.588314,-58.420832,1007
Palermo,14.0,-34.58205,-58.420701,1008
Boedo,5.0,-34.630799,-58.420642,1009
Boedo,5.0,-34.626429,-58.420108,1010
Palermo,14.0,-34.596504,-58.419968,1011
Boedo,5.0,-34.62735,-58.419848,1012
Almagro,5.0,-34.603319,-58.419515,1013
Almagro,5.0,-34.617512,-58.419453,1014
Palermo,14.0,-34.591232,-58.418459,1015
Palermo,14.0,-34.583581,-58.418261,1016
Almagro,5.0,-34.618667,-58.418231,1017
Almagro,5.0,-34.611682,-58.416966,1018
Palermo,14.0,-34.592126,-58.416929,1019
Nueva Pompeya,4.0,-34.640407,-58.41668,1020
Palermo,14.0,-34.585015,-58.415975,1021
Almagro,5.0,-34.614224,-58.41531,1022
Palermo,14.0,-34.595597,-58.415051,1023
Palermo,14.0,-34.588776,-58.413601,1024
Almagro,5.0,-34.604136,-58.413188,1025
Almagro,5.0,-34.603233,-58.412978,1026
Palermo,14.0,-34.587221,-58.412665,1027
Almagro,5.0,-34.601601,-58.412597,1028
San Cristóbal,3.0,-34.622999,-58.411923,1029
Palermo,14.0,-34.589056,-58.410086,1030
Balvanera,3.0,-34.606542,-58.40996,1031
Balvanera,3.0,-34.606157,-58.409704,1032
San Cristóbal,3.0,-34.626236,-58.409559,1033
Balvanera,3.0,-34.610099,-58.408933,1034
Recoleta,2.0,-34.590354,-58.408883,1035
Recoleta,2.0,-34.590148,-58.40864,1036
Recoleta,2.0,-34.592662,-58.407941,1037
Balvanera,3.0,-34.619718,-58.407785,1038
Balvanera,3.0,-34.60666,-58.407123,1039
Palermo,14.0,-34.581142,-58.406897,1040
Palermo,14.0,-34.581763,-58.406548,1041
Balvanera,3.0,-34.608935,-58.406133,1042
Balvanera,3.0,-34.610045,-58.406066,1043
Palermo,14.0,-34.581307,-58.406042,1044
Palermo,14.0,-34.576461,-58.405635,1045
Parque Patricios,4.0,-34.637121,-58.405611,1046
San Cristóbal,3.0,-34.628223,-58.40362,1047
Palermo,14.0,-34.577624,-58.403444,1048
Nueva Pompeya,4.0,-34.654418,-58.403244,1049
Recoleta,2.0,-34.595675,-58.403075,1050
Recoleta,2.0,-34.594442,-58.402354,1051
Recoleta,2.0,-34.598457,-58.402284,1052
San Cristóbal,3.0,-34.623642,-58.401765,1053
Recoleta,2.0,-34.597899,-58.401547,1054
Palermo,14.0,-34.582141,-58.401463,1055
Recoleta,2.0,-34.594784,-58.401119,1056
Parque Patricios,4.0,-34.630008,-58.400867,1057
Parque Patricios,4.0,-34.638604,-58.400477,1058
Parque Patricios,4.0,-34.632065,-58.400268,1059
Recoleta,2.0,-34.591983,-58.400109,1060
Balvanera,3.0,-34.604638,-58.399248,1061
Balvanera,3.0,-34.603432,-58.398408,1062
Recoleta,2.0,-34.58734,-58.39678,1063
Balvanera,3.0,-34.609482,-58.396293,1064
Recoleta,2.0,-34.592988,-58.395226,1065
Balvanera,3.0,-34.611508,-58.394826,1066
Balvanera,3.0,-34.604554,-58.394413,1067
Recoleta,2.0,-34.582835,-58.393261,1068
Recoleta,2.0,-34.583014,-58.393129,1069
Recoleta,2.0,-34.581696,-58.392256,1070
Recoleta,2.0,-34.588878,-58.392188,1071
Recoleta,2.0,-34.598616,-58.39164,1072
Monserrat,1.0,-34.618014,-58.390729,1073
Monserrat,1.0,-34.61679,-58.390358,1074
Barracas,4.0,-34.642815,-58.38968,1075
Constitución,1.0,-34.627205,-58.389444,1076
Constitución,1.0,-34.633757,-58.38877,1077
Barracas,4.0,-34.652225,-58.387223,1078
San Nicolás,1.0,-34.603997,-58.386598,1079
San Nicolás,1.0,-34.599349,-58.386198,1080
Constitución,1.0,-34.622389,-58.385837,1081
Barracas,4.0,-34.65056,-58.385687,1082
San Nicolás,1.0,-34.605099,-58.383627,1083
Constitución,1.0,-34.630858,-58.38267,1084
Retiro,1.0,-34.599089,-58.382528,1085
Barracas,4.0,-34.645788,-58.382437,1086
Constitución,1.0,-34.625838,-58.381543,1087
Barracas,4.0,-34.642113,-58.380919,1088
Retiro,1.0,-34.582286,-58.380903,1089
San Nicolás,1.0,-34.603636,-58.380719,1090
Barracas,4.0,-34.646112,-58.380372,1091
San Nicolás,1.0,-34.604906,-58.379387,1092
San Nicolás,1.0,-34.605086,-58.378834,1093
Constitución,1.0,-34.625653,-58.378014,1094
